,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA
696,2,CAS00071,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",800.19,67.69,67.69,1600.38
697,5,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,181.0,62.82,62.82,905.0
698,5,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,225.0,77.57,77.57,1125.0
699,1,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,668.43,668.43,1572.45
700,4,PK51H1JBA600,"TER K 5/16""ØX10"" CON1/2""-1/2"" EXT10M C/M",1600.0,0.0,835.04,6400.0
701,6,TEE00028,"TER K 3/16""ØX10CM 1/2""X22CM 1/2""NPT/MAR",1073.0,0.0,381.64,6438.0
702,6,TUS00123,"TUB INOX 5/8""ØX83.5CM 1050W136V T/TORN",996.0,0.0,257.09,5976.0
703,2,CAS00081,"CAS INOX 3/8""ØX8 1/2"" 500W 110V EXT.40CM",557.5,0.0,197.63,1115.0
704,1,TP0024,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",192.0,48.49,48.49,192.0
705,2,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,54.8,54.8,620.0
706,2,BN00258,BAN A/COMUN 117MMØX100MM 1250W240V C/STD,753.04,0.0,86.18,1506.08
707,6,TUA00447,"TUB INOX 3/8""ØX102CM 2000W400V ""M"" BUSH",1550.0,0.0,629.46,9300.0
708,6,TUA00448,"TUB INOX 3/8""ØX107CM 2000W400V ""M"" BUSH",1500.0,0.0,595.77,9000.0
709,1,TUE00362,"TUB INOX 5/16""ØX15CM 537W 127V PARR/90°",564.1,48.03,48.03,564.1
710,1,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,205.2,205.2,521.04
711,4,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,135.69,135.69,1940.0
712,4,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,54.8,54.8,1240.0
713,3,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,77.57,77.57,465.0
714,4,CM10G1030A00,CAM INOX 10MMØX10CM 300W 127V EXT.30CM,539.6,0.0,77.8,2158.4
715,2,TUA00457,"TUB INOX 7/16""ØX335MM 1800W 440V ""M"" BUS",1380.0,0.0,246.69,2760.0
716,15,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",330.8,92.24,92.24,4962.0
717,2,BP00246,BAN P COMUN 218MMX85MM 800W440V 2BA T/TO,345.0,42.65,42.65,690.0
718,2,BP00247,BAN P COMUN 219MMX275MM 1800W440V 4B/TOR,994.64,155.39,155.39,1989.28
719,2,BP00263,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,605.4,80.09,80.09,1210.8
720,1,TUA00413,"TUB INOX 3/8""ØX175MM 350W220V ""U"" BUSH",735.65,177.85,177.85,735.65
721,2,TU5/16X203V240W,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",608.75,331.33,331.33,1217.5
722,30,EE00059,PRE-SEPARADOR CINTA 7.8 OHMSX 3MT LONG,810.0,0.0,117.09,8100.0
723,4,BO00063,BOB 8020 CAL.17 19MMØX355MM LON 21KW240V,788.48,0.0,798.08,3153.92
724,1,RB00021,FAB BOB 8020 CAL.17 7000W 240V M/BAST,2818.4,0.0,670.74,2818.4
725,1,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.43,111.07,111.07,812.43
726,6,TUA00453,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",1030.0,236.06,236.06,6180.0
727,4,CS14E1012A00,"CAS INOX 1/4""ØX2 1/2"" 125W 127V EXT30CM",457.82,32.24,32.24,1831.28
728,2,TEA00103,TEA K ELEMENTO 12CMX EXT.40CM CERAMICO,1470.0,87.04,87.04,2940.0
729,2,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,1072.93,1072.93,4372.0
730,10,PT00057,"PT-100 2MMX1"" DESNUDO EXT.113CM SOGUILLA",375.0,144.19,144.19,3750.0
731,3,CAE00011,"CAE 9.4MMØx2""LONG ESC90°150W 220V Ext22""",375.0,0.0,122.35,1125.0
732,10,TT00009,"TER T 3/16""ØX47MM EXT 3MT CON/SOG/CLAV",796.25,0.0,236.03,7962.5
733,10,TT00010,"TER T 3/16""ØX82MM EXT 3MT CON/SOG/CLAV",850.5,0.0,237.87,8505.0
734,2,P9K1J1D1G030,AK 1MMØX15CM EXT1MT MALLA CLA/MACHO,635.0,76.68,76.68,1270.0
735,1,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",702.59,227.18,227.18,702.59
736,1,P214J1BBA600,"PT-100 1/4""ØX15CM CON1/2""-1/2""NPT EXT30C",1265.0,521.59,521.59,1265.0
737,2,BN00260,"BAN INOX 4""ØX4"" 500W230V T/TOR C/ALLEN",675.0,174.16,174.16,1350.0
738,2,BN00261,BAN INOX 41MMØX203MM 1000W220V C/STD,696.0,91.63,91.63,1392.0
739,9,CS38C1008A00,"CAS INOX 3/8""ØX1 1/2"" 80W 127V EXT.30CM",488.62,0.0,61.88,4397.58
740,6,TJ00029,"TER J 3/16""x6"" LONG EXT 1.5 MTS PLICA",710.0,0.0,171.66,4260.0
741,3,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",3349.0,0.0,1273.61,10047.0
742,2,TUA00191,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0,0.0,1304.15,5330.0
743,1,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,435.72,97.49,97.49,435.72
744,1,BP00215,BAN P COMUN 45MMX390MM 1200W240V B/CERAM,648.3,97.53,97.53,648.3
745,1,RP00191,REPARACION TERMINALES BANDA 1500W 220V,419.0,10.7,10.7,419.0
746,100,BOBINA002,BOBINA DSD CAL.17 12mmØx410mm 4000W 254V,369.5,18.14,18.14,36950.0
747,5,BOBINA003,BOBINA BASTIDOR 12mmØx410mm 12kW440V 3pz,4500.88,0.0,514.77,22504.4
748,4,TUS00016,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",625.7,0.0,114.05,2502.8
749,5,TUS00017,"TUB INOX 5/16""x625mm 950W 220V U",625.7,100.68,100.68,3128.5
750,6,TUS00018,"TUB INOX. 5/16 Øx625mm 850W,220V U",625.7,0.0,98.64,3754.2
751,2,PA00011,P.CUARZO 10CMX20CM 1600W440V EXT30CM TK,1518.0,0.0,546.03,3036.0
752,1,PA00012,P.CUARZO 10CMX50CM 4000W440V EXT30CM TK,2776.65,0.0,1220.15,2776.65
753,1,TUA00458,"TUB INOX 1/4""ØX40CM 6000W230V ""U"" PLACA",2008.0,473.55,473.55,2008.0
754,6,PT31B1G1AG00,"TER T 3/16""ØX11/2"" EXT.3MT PUNTA OJILLO",587.0,0.0,152.07,3522.0
755,4,PT00087,"PT-100 3/8""ØX35MM EXT.1.5MT CON-1/2""NPT",780.5,0.0,230.29,3122.0
756,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,0.0,345.97,1165.95
757,1,TUA00461,"TUB INOX 7/16""ØX690MM 1000W 127V ""U"" BUS",1112.0,0.0,322.13,1112.0
758,4,TUE00171,"TUB INOX 1/4""Øx297mm 1750W 220V ESP BUSH",1254.2,0.0,192.93,5016.8
759,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,54.8,54.8,310.0
760,3,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,141.3,141.3,1455.0
761,3,TUA00460,"TUB INOX 5/16""ØX325MM 1700W 240V ""M"" BUS",921.37,0.0,185.81,2764.11
762,1,TUE00004,"TUBU"" 5/16""Øx280mm 600W 127V C/PLACA""",518.97,123.23,123.23,518.97
763,7,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,773.12,773.12,21372.75
764,1,TEA00004,"TEA K"" 18mmØx540mm CABEZA MARINA""",1054.0,665.36,665.36,1054.0
765,2,BN00216,BAN INOX 130MMØX60MM 800W 220V/380V,523.85,276.18,276.18,1047.7
766,2,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,925.21,925.21,4372.0
767,1,BL00012,BAN M/LUNA INOX 205mmx143mm. 1200W 120V,727.58,136.58,136.58,727.58
768,1,PJ31F1F1A400,"TER J 3/16""ØX4"" EXT.2MT MALLA/RES/ZAP",343.0,0.0,82.32,343.0
769,3,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,405.35,405.35,2928.0
770,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,260.2,260.2,732.0
771,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97,345.97,1165.95
772,2,BL00057,BAN M/LUNA 100MMØX41MM 200W240V C/STD,404.65,0.0,27.79,809.3
773,2,BL00058,BAN M/LUNA 270MMX42MM 900W 240V C/STD,648.5,65.25,65.25,1297.0
774,2,BP00265,BAN P COMUN 62MMX140MMX200M 900W240V ORI,648.5,64.34,64.34,1297.0
775,2,BP00266,BAN P COMUN 62MMX140MMX200M 900W240V STD,693.35,64.34,64.34,1386.7
776,1,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,576.03,210.24,210.24,576.03
777,1,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,657.12,265.64,265.64,657.12
778,1,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,499.7,205.2,205.2,499.7
779,1,BS00012,BP S/BLINDAJE 160MMX160MM 900W127V EXT3O,659.6,0.0,76.36,659.6
780,10,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,15.03,15.03,1230.0
781,20,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,133.05,133.05,7100.0
782,15,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,133.05,133.05,5325.0
783,1,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1357.1,1357.1,2068.5
784,2,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1130.54,1130.54,4928.4
785,6,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,295.59,295.59,5880.0
786,1,EE00060,"FAB TERMOPOZO 6MMØX85MM CON 1/2""NPT",1074.04,0.0,185.06,1074.04
787,4,PJ000NH1A400,"TER J OJILLO 1/4""Ø EXT 5MT MALLA/RES/ZAP",788.88,42.63,42.63,3155.52
788,1,P131B1I14000,"PT-100 3/16""ØX1 1/2"" EXT.7MT TEFLON 2HIL",727.31,0.0,297.42,727.31
789,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",624.27,54.8,54.8,624.27
790,1,PJ000GH1A000,"TER J OJILLO 3/16""Ø EXT 5MT MALLA ZAP",572.0,206.11,206.11,572.0
791,6,PJ000GJ1A000,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP",812.0,0.0,363.09,4872.0
792,1,PT00063,PT-100 6MMØX110MM CONECTOR EXT15MTS,1548.0,0.0,671.28,1548.0
793,2,BS00010,BS/BLINDAJE 168MMXLADO 700W127V F/OCTAGO,660.0,0.0,66.99,1320.0
794,2,BN00263,BAN A/COMUN 345MMØX71MM 2000W 440V STD,1186.17,172.53,172.53,2372.34
795,3,BP00267,BAN P COMUN 30MMX114CM 1500W110V T/TORNI,675.0,0.0,202.71,2025.0
796,5,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",938.53,161.73,161.73,4692.65
797,8,TUA00318,"TUB INOX ALETA 5/16""ØX600MM U 2KW254V BU",1666.18,0.0,675.99,13329.44
798,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97,345.97,1165.95
799,54,CAS00083,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,607.1,0.0,131.45,32783.62
800,27,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,611.51,0.0,137.76,16510.82
801,3,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,753.42,0.0,203.69,2260.25
802,3,CAS00086,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,535.48,0.0,126.45,1606.44
803,3,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",572.5,144.4,144.4,1717.5
804,1,PT00088,"PT-100 1/4""ØX215MM EXT1.5MT CON7/16""FINO",794.0,0.0,323.11,794.0
805,1,TUE00364,"TUB INOX 3/8""ØX210MM 1500W 240V CIRC/90°",941.0,165.65,165.65,941.0
806,4,BP00070,BAN P INOX 80MMX250MM 400W 220V T/TOR,636.3,110.15,110.15,2545.2
807,1,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,400.0,171.87,171.87,400.0
808,2,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",7133.17,0.0,2549.57,14266.34
809,3,TJ00092,"TER J 1/8""ØX120MM EXT2MT MALLA/TRAN5/16""",798.0,156.34,156.34,2394.0
810,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,139.0,42.79,42.79,139.0
811,3,CBS00104,"CBS INOX 1/2""ØX8"" 350W 110V ESC EXT30CM",786.7,150.16,150.16,2360.1
812,4,PT00034,"PT-1000 1/4""ØX2"" EXT. 1MT DE PVC 2 HILOS",2105.0,0.0,255.13,8420.0
813,5,AJ00010,"AEROPACK J 1/8""ØX88MM EXT3MT CON1/8""NPT",652.0,0.0,216.25,3260.0
814,4,TUE00367,"TUB INOX 5/6""ØX30CM 1800W220V ""J"" ESP/CO",968.5,0.0,195.43,3874.0
815,2,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,1389.6,1389.6,4436.54
816,10,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,257.6,257.6,8100.0
817,11,TUA00177,"TUB INOX 5/16""x2580mm M 1800W 220V BUSHI",1552.5,0.0,384.87,17077.5
818,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",348.0,54.8,54.8,348.0
819,1,RP00205,REAPARACION PLANCHA SERIGRAFIA 1.8KW120V,3120.0,1195.0,1195.0,3120.0
820,1,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,315.0,97.49,97.49,315.0
821,2,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,435.72,171.87,171.87,871.44
822,1,TU5/16X215V240W,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",1127.0,0.0,316.45,1127.0
823,1,TUE00105,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C",4956.73,1306.63,1306.63,4956.73
824,4,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,155.25,155.25,1628.0
825,4,70001696,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,541.25,0.0,132.16,2165.0
826,4,CBE00041,CBE INOX 10MMØX460MM 300W 48V EXT30CM,1365.0,0.0,203.04,5460.0
827,4,CBS00056,CART INOX 11.43mmØx450mm 300W 48V CABLE,681.75,122.18,122.18,2727.0
828,1,RP00206,REPARACION CARTUCHO 27MMØX2150MM 2KW440V,3200.0,0.0,649.31,3200.0
829,2,RP00207,REPARACION CARTUCHO 27MMØX1800MM 2KW440V,3200.0,0.0,590.21,6400.0
830,1,RP00208,REPARACION CARTUCHO 27MMØX1697MM 2KW440V,3200.0,0.0,595.74,3200.0
831,1,TUE00061,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",3521.6,585.92,585.92,3521.6
832,30,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,429.81,429.81,38979.6
833,3,TEA00023,"TEA K 1/2""Øx1800mm CON1/2-1/2 C/MARINA",4250.0,788.54,788.54,12750.0
834,1,PT00033,PT-100 4mmx100mm EXT 2 MTS DOBLEZ A 45°,846.2,244.91,244.91,846.2
835,2,CS38K2025A2D,"CAS INOX 3/8""ØX5 1/2"" 250W240V EX1.5M PL",1050.69,0.0,270.68,2101.38
836,2,TUE00366,"TUB INOX 5/16""ØX205MM 1500W240V ESPIR/BU",2132.55,0.0,230.7,4265.1
837,4,PA00008,P.CUARZO 98MMX340MM 1600W110V EXT11CM TK,3650.0,790.28,790.28,14600.0
838,4,PA00009,P.CUARZO 98MMX340MM 1600W110V EXT. 11CM,3250.0,753.71,753.71,13000.0
839,5,PA00005,P.CUARZO 10CMX25.5CM 1000W240V EX40CM TK,2550.0,703.11,703.11,12750.0
840,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,0.0,67.57,310.0
841,21,TUA00464,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",916.36,0.0,264.47,19243.56
842,1,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15,5169.85,5169.85,25258.15
843,4,TUE00247,"TUB INOX 7/16""ØX490MM U ESP 3200W 220V",961.45,0.0,324.71,3845.8
844,1,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",485.2,89.76,89.76,485.2
845,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",570.3,72.34,72.34,570.3
846,1,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",485.2,0.0,89.76,485.2
847,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",570.3,0.0,72.34,570.3
848,6,PJ31A1I1A400,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",686.0,0.0,236.2,4116.0
849,2,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,220.0,220.0,924.0
850,2,TUA00463,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4188.63,0.0,1931.62,8377.26
851,1,RP00165,REPARACION DE BATIDOR 16.6KW 440V,14000.0,0.0,277.5,14000.0
852,12,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,333.0,333.0,9900.0
853,10,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,257.6,257.6,8100.0
854,1,TUE00061,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",3521.6,1225.86,1225.86,3521.6
855,10,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",207.0,92.33,92.33,2070.0
856,4,PT00089,"PT-100 3/8""ØX4"" EXT.1.5MT CON-1/4""NPT",1205.0,0.0,282.91,4820.0
857,5,PJ04F1H1A400,"TER J 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",585.5,0.0,223.92,2927.5
858,5,PK04F1H1A400,"TER K 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",648.0,0.0,249.92,3240.0
859,1,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71,567.27,567.27,1697.71
860,5,WRE-2774,BAN MICA Ø120MM X 50 MM 700W 440V T TOR,821.3,0.0,75.77,4106.5
861,1,RM00043,RESISTENCIA 10CMX10CM 1060W120V B/CERAMI,4125.0,0.0,193.86,4125.0
862,1,TUE00369,"TUB INOX 5/16""ØX150MMX221MM 1000W127V BU",1369.18,0.0,197.36,1369.18
863,2,BL00059,BAN M/LUNA 165MMØX178MM 2000W 440V T/TOR,886.0,55.23,55.23,1772.0
864,2,BP00239,BAN P COMUN 10CMX15CM 500W440V T/TOR4ORI,695.0,36.8,36.8,1390.0
865,2,BP00263,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,665.0,80.09,80.09,1330.0
866,1,EE00063,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,0.0,1721.28,18869.0
867,1,MA00021,"TERMOPOZO 3/8""ØX10CM CONEC 1/2""-1/2""NPT",600.0,179.31,179.31,600.0
868,10,P114R1AB0600,"PT-100 1/4""ØX3 1/2"" CON 1/2""-1/2""NPT C/M",1250.0,0.0,514.93,12500.0
869,6,CAS00068,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",912.0,0.0,301.16,5472.0
870,6,CAS00069,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",1154.0,0.0,750.38,6924.0
871,6,CAS00070,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",696.0,0.0,43.88,4176.0
872,6,CAS00071,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",888.0,0.0,215.26,5328.0
873,10,70001690,CARTUCHO Ø 8 MM X 500 MM 500 W 220 V,509.0,0.0,128.74,5090.0
874,6,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,122.67,122.67,2442.0
875,16,97020238,"TUBULAR ""U"" 11mmØx510mm 3kW 289/500W 3pz",1939.0,0.0,490.5,31024.0
876,3,TUA00468,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1064.0,0.0,330.66,3192.0
877,5,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,2425.0
878,5,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,54.8,54.8,1550.0
879,7,TUE00368,"TUB INOX 5/16""ØX132CM 1500W 127V ESP-BUS",1252.0,0.0,244.61,8764.0
880,3,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,82.15,82.15,2160.0
881,1,TUA00222,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON",1215.5,335.77,335.77,1215.5
882,10,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,185.0,74.45,74.45,1850.0
883,5,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,42.79,42.79,625.0
884,2,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,163.0,72.37,72.37,326.0
885,3,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,238.0,97.49,97.49,714.0
886,3,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",496.0,144.2,144.2,1488.0
887,4,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,396.78,396.78,3904.0
888,30,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,291.48,291.48,44259.0
889,4,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,0.0,374.14,3904.0
890,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,290.21,290.21,29506.0
891,4,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,844.23,844.23,12213.0
892,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.82,62.82,310.0
893,4,PJ31L1H1G400,"TER J 3/16""ØX45CM EXT5MT RES/CLAV/MACH",1007.0,0.0,227.21,4028.0
894,1,TUS00125,"TUB INOX 1/4""ØX110CM 1100W120V RECTA PLA",853.0,0.0,156.55,853.0
895,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,338.22,338.22,9438.8
896,1,TUA00471,"TUB INOX 5/16""ØX24CM 750W220V J TAPBOY",1139.86,0.0,301.83,1139.86
897,4,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,82.15,82.15,2880.0
898,3,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1135.53,1135.53,7392.6
899,2,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1261.99,1261.99,4137.0
900,4,70001691,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,413.4,91.5,91.5,1653.6
901,1,TJ00093,"TER J ESCUADRA 3/16""ØX25CMX5CM EXT 1.5MT",785.0,0.0,181.44,785.0
902,1,TUA00470,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,0.0,1884.35,5909.84
903,2,TUA00467,"TUB INOX 7/16""ØX58CM 4200W 480V ""U"" PLAC",2235.9,0.0,628.8,4471.8
904,12,TUA00453,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",1030.0,0.0,282.47,12360.0
905,2,BN00264,BAN INOX 40MMØX170MM 700W 240V T/TOR,435.0,0.0,82.37,870.0
906,1,TUA00469,"TUB INOX 7/16""ØX650MM 7600W 220V 2""NPT",5251.28,0.0,2121.33,5251.28
907,30,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,430.03,430.03,38979.6
908,1,RP00209,REAPARACION DE HORNO 1500W 127V,1320.0,73.01,73.01,1320.0
909,1,TP0018,"TERMOPAR CERAMICO T/ K"" LONG 18"" CAL.14""",483.54,72.97,72.97,483.54
910,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,72.37,72.37,155.0
911,5,65014-40,"CAE 9.4MMØX2.372"" 150W120V ESC90° EXT22""",490.0,0.0,150.77,2450.0
912,4,67234-15,TJ 4MMØX30MM EXT.70.66CM MALLA INOX/ZAP,307.0,32.38,32.38,1228.0
913,1,PJ06C1CHB000,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2,31.14,31.14,661.2
914,2,TUA00065,"TU Ø 3/8X 1155 MM ""J"" 1500W 440 V",1696.25,572.12,572.12,3392.5
915,1,TUA00066,"TU Ø3/8 X 1155 MM ""J"" 1500W 440V TERMOST",2290.12,917.05,917.05,2290.12
916,1,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,469.69,469.69,2278.45
917,15,TUE00370,"TUB INOX 3/8""ØX95MM 900W115V CUADRADA",735.0,86.15,86.15,11025.0
918,4,CM65C1020B02,CAS 6.5MMØX40MM 200W 127V EXT.3MT C/TJ,1587.0,210.34,210.34,6348.0
919,3,TEA00044,"TEA K 1/2""ØX254MMLON 1/2""-1/2""NPT CAB/MA",1598.75,438.86,438.86,4796.25
920,3,TEE00024,"TER K CAL. 8 x10"" C/FUNDA CERAMICA 17MM",2218.0,0.0,1149.73,6654.0
921,1,AK00013,"AK 1/8""ØX15"" CONEC3/8""NPTX5/16"" CLAV MAC",785.0,0.0,110.45,785.0
922,21,TUA00464,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",916.36,264.47,264.47,19243.56
923,2,TP00007,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.0,345.81,345.81,690.0
924,2,TUE00372,"TUB INOX 5/16""ØX352MMX215MM 900W127V TOR",787.5,0.0,90.71,1575.0
925,1,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,154.31,62.95,62.95,154.31
926,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0,48.2,48.2,120.0
927,2,BO00047,BOB 8020 CAL.22 2.8MMØX2MT GAZA 50MM 127,1654.34,0.0,183.81,3308.68
