,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA
1388,2,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,360.7,360.7,1952.0
1389,1,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1311.27,1311.27,3730.0
1390,5,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,773.21,773.21,15266.25
1391,12,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,3090.0,89.98,179.95,18540.0
1392,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",410.0,57.6,57.6,410.0
1393,1,TUA00494,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ",11809.98,0.0,2335.2,11809.98
1394,6,TUA00433,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",2494.8,0.0,620.47,14968.8
1395,2,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",700.0,0.0,325.78,1400.0
1396,3,PT00091,"PT-100 3/8""ØX3CM EXT30CM TEFLON 3HILOS",478.0,0.0,66.31,1434.0
1397,26,CAS00083,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45,131.45,20594.86
1398,10,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63,137.63,7987.9
1399,5,PJ31A1I1A000,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",729.57,0.0,232.01,3647.85
1400,5,PJ31A1I1A400,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",737.62,236.2,236.2,3688.1
1401,10,CS58R2200A01,"CAS 5/8""ØX14"" 240V 2000W EXT1MT",1357.5,0.0,405.55,13575.0
1402,1,TUA00493,"TUB INOX 5/16""ØX250MM 2000W 240V ""M"" BUS",1325.07,0.0,0.0,1325.07
1403,16,CBS00109,"CBS INOX 5/8""ØX66CM 800W 480V EXT30CM",1981.88,0.0,333.62,31710.08
1404,2,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,0.0,696.46,7460.0
1405,10,70001698,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,107.33,107.33,4880.0
1406,4,CAS00035,"CAR INOX 3/8""Øx8"" 900W, 240V CABLE 30CMS",759.0,0.0,681.52,3036.0
1407,1,RP00230,REPARACION DE PLANCHA DE CARTUCHOS 220V,5668.99,0.0,1319.88,5668.99
1408,1,RP00231,REPARACION DE MAQUINA,2300.0,0.0,99.68,2300.0
1409,6,TUA00492,"TUB INOX 1/2""ØX40CM 4000W 220V ""M"" BUSH",2959.68,0.0,1186.76,17758.08
1410,2,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,0.0,317.5,1464.0
1411,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",1000.0,226.23,226.23,1000.0
1412,1,TUA00325,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,4579.08,4579.08,12500.0
1413,5,RB00007,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1897.27,78.09,78.09,9486.35
1414,3,TP00018,"TIRA INOX 38MMX6"" 150W 127V T/TIPO H",510.0,51.16,51.16,1530.0
1415,6,BP00006,BAN P INOX 1800x25mm 2800W 440V. CABLE,1888.0,0.0,294.5,11328.0
1416,3,PJ31Q1G1A400,"TER J 3/16""ØX1/2"" EXT3MT MALLA INOX  Z/E",439.15,0.0,123.21,1317.45
1417,2,BL00002,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,925.82,65.31,65.31,1851.64
1418,2,BN00145,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1910.5,286.13,286.13,3821.0
1419,2,BN00146,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",2020.42,421.91,421.91,4040.84
1420,2,PT00079,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1177.07,477.16,477.16,2354.14
1421,6,CS12F1040A00,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",712.0,102.31,102.31,4272.0
1422,6,CS12H1050A00,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM",718.6,104.69,104.69,4311.6
1423,3,TUE00394,"TUB INOX 5/16""ØX300MM 5300W 220V ""M"" ESP",2182.35,0.0,596.55,6547.05
1424,1,TUA00470,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,1884.35,1884.35,5909.84
1425,10,RB00007,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1406.0,0.0,80.66,14060.0
